Channel,Frame,X (nm),Y (nm),Z (nm),Photons,Background
0,133,108543.195313,46298.710938,0.000000,4641.923340,0.242222
0,133,109829.000000,46427.316406,0.000000,1139.693237,34.402004
0,133,113136.421875,80930.703125,0.000000,2352.996826,0.000285
0,133,113535.828125,82126.000000,0.000000,2224.976318,0.711246
0,133,113267.398438,83610.031250,0.000000,3652.714111,0.000006
0,133,112728.585938,84473.343750,0.000000,903.848511,15.348086
0,133,106277.875000,84822.632813,0.000000,1124.051270,11.305740
0,133,105708.851563,85201.687500,0.000000,4163.848145,0.000042
0,133,105949.554688,85765.875000,0.000000,3181.890869,9.931522
0,134,88334.335938,39653.523438,0.000000,127.355782,26.160818
0,134,110613.492188,44875.917969,0.000000,759.182190,25.635994
0,134,109123.039063,45367.324219,0.000000,4798.224609,0.366319
0,134,108540.164063,46322.210938,0.000000,5164.879395,0.625531
0,134,109819.109375,46461.804688,0.000000,1553.689087,33.930099
0,134,113258.867188,80824.734375,0.000000,154.900253,22.515535
0,134,113353.601563,83635.726563,0.000000,1950.822266,11.179585
0,134,112676.679688,84394.617188,0.000000,341.016815,17.177795
0,134,105714.406250,85134.296875,0.000000,4233.694824,0.064088
0,134,105879.460938,85732.531250,0.000000,5421.083496,0.898176
0,135,83571.414063,21369.314453,0.000000,2947.806885,16.376247
0,135,110508.218750,44815.878906,0.000000,851.475769,21.834517
0,135,108865.960938,45755.683594,0.000000,2554.857666,20.451574
0,135,108496.609375,46360.300781,0.000000,694.438538,26.720716
0,135,109873.140625,46406.160156,0.000000,1581.874146,25.783178
0,135,113215.695313,80837.671875,0.000000,562.268433,13.352634
0,135,113306.968750,83501.312500,0.000000,3443.974609,0.044814
0,135,112682.796875,84447.617188,0.000000,662.697632,14.571201
0,135,105681.265625,85320.304688,0.000000,4909.684082,0.000091
0,135,105919.562500,85778.257813,0.000000,5188.617676,0.439452
0,136,83605.976563,21322.556641,0.000000,3663.201904,14.178752
0,136,105383.484375,34504.492188,0.000000,401.963684,19.241068
0,136,109124.289063,45356.703125,0.000000,4778.718262,6.566757
0,136,109842.031250,46411.058594,0.000000,818.480408,32.420586
0,136,108484.445313,46341.171875,0.000000,5257.314453,0.280312
0,136,113226.062500,81013.773438,0.000000,958.505127,10.587738
0,136,113365.156250,83587.632813,0.000000,1235.053345,9.914868
0,136,112717.562500,84469.281250,0.000000,449.586273,17.393490
0,136,105778.921875,85163.203125,0.000000,4666.674805,0.106475
0,136,105915.054688,85716.468750,0.000000,4765.432617,0.223864
0,137,87607.414063,39274.410156,0.000000,387.652618,13.527835
0,137,88136.609375,40030.496094,0.000000,766.797607,14.544701
0,137,110503.546875,44806.824219,0.000000,1167.318481,21.133625
0,137,109156.359375,45232.433594,0.000000,478.592560,38.489883
0,137,109823.984375,46405.339844,0.000000,1398.021240,31.661823
0,137,113209.953125,80842.062500,0.000000,120.831375,19.813707
0,137,112699.734375,84453.648438,0.000000,604.598572,14.352876
0,137,105715.484375,85171.898438,0.000000,4049.736816,0.487044
0,137,106851.210938,85223.773438,0.000000,617.168335,19.230991
0,137,105774.414063,85709.398438,0.000000,4517.800293,0.611003
0,138,88307.695313,39686.222656,0.000000,164.222672,27.745024
0,138,88949.546875,40392.843750,0.000000,817.661133,10.447475
0,138,110000.835938,45142.710938,0.000000,2374.062012,10.072960
0,138,109081.210938,45391.324219,0.000000,5317.461914,0.137335
0,138,109837.632813,46461.542969,0.000000,1109.143555,36.667274
0,138,92186.710938,57257.777344,0.000000,125.052910,19.531996
0,138,113191.757813,80957.992188,0.000000,2368.313477,0.022015
0,138,113489.648438,82182.882813,0.000000,2213.475098,5.510787
0,138,113378.796875,83676.671875,0.000000,312.502441,18.529760
0,138,112718.382813,84403.140625,0.000000,1118.831909,11.069469
0,138,105661.203125,85041.164063,0.000000,1353.483154,12.474243
0,139,83557.773438,21332.517578,0.000000,797.919617,37.837448
0,139,88211.750000,39958.691406,0.000000,723.972168,19.417435
0,139,110559.843750,44770.761719,0.000000,3900.150391,0.333054
0,139,109940.125000,45035.550781,0.000000,298.781372,27.854866
0,139,109090.046875,45492.339844,0.000000,1543.048706,23.536821
0,139,108830.742188,45701.316406,0.000000,5996.469727,1.210691
0,139,109820.109375,46452.820313,0.000000,780.447510,43.865437
0,139,74109.585938,55082.273438,0.000000,1683.802612,9.570504
0,139,92383.984375,57400.285156,0.000000,2421.267822,0.515242
0,139,113410.687500,83658.585938,0.000000,603.042664,22.828646
0,139,112721.429688,84441.914063,0.000000,1027.870605,9.853803
0,139,105787.398438,85163.664063,0.000000,4537.324219,0.374043
0,139,105858.617188,85718.921875,0.000000,4888.217285,4.212779
0,139,105996.226563,85785.218750,0.000000,2043.729492,24.039244
0,140,110567.578125,44870.250000,0.000000,908.500061,23.986273
0,140,108967.375000,45518.878906,0.000000,5379.168945,1.008363
0,140,109853.570313,46448.042969,0.000000,1213.143066,32.266640
0,140,113373.382813,80973.937500,0.000000,624.323242,10.085453
0,140,113377.210938,83562.054688,0.000000,470.324585,24.211197
0,140,112737.953125,84377.734375,0.000000,792.960266,10.662988
0,140,105659.281250,85101.453125,0.000000,3436.256348,0.000027
0,140,106311.351563,85808.710938,0.000000,2459.261475,13.463577
0,141,83613.867188,21351.796875,0.000000,1958.610474,17.518097
0,141,105604.015625,34341.292969,0.000000,602.698730,17.361912
0,141,110595.320313,44756.085938,0.000000,3310.451904,4.481441
0,141,109132.023438,45422.082031,0.000000,6349.000977,2.396274
0,141,108850.140625,45694.093750,0.000000,7008.484375,1.803833
0,141,109820.554688,46404.601563,0.000000,1940.276123,24.227558
0,141,108486.562500,46351.210938,0.000000,1534.226929,21.404367
0,141,92245.289063,57317.558594,0.000000,179.267441,17.415806
0,141,92762.023438,58105.546875,0.000000,1848.178345,1.709977
0,141,113060.578125,80975.898438,0.000000,2712.816162,0.414553
0,141,113568.664063,82086.453125,0.000000,2070.588867,0.000155
0,141,112758.867188,84421.945313,0.000000,406.837830,20.051846
0,141,106243.101563,84862.531250,0.000000,1786.953491,9.978434
0,141,105707.312500,85176.250000,0.000000,4772.569336,0.001724
0,141,106107.218750,85796.507813,0.000000,5338.670898,0.015805
0,142,88347.218750,39636.093750,0.000000,802.969788,18.266735
0,142,110475.093750,44835.519531,0.000000,3109.897217,13.918443
0,142,109909.460938,45038.378906,0.000000,916.913574,18.437943
0,142,108724.070313,45771.781250,0.000000,6905.368652,2.776436
0,142,109877.867188,46384.230469,0.000000,1033.490356,36.995373
0,142,108508.476563,46318.902344,0.000000,1300.132446,24.390406
0,142,92425.648438,57474.300781,0.000000,1240.857178,10.123515
0,142,113332.015625,83634.445313,0.000000,1343.464722,8.871490
0,142,112669.656250,84402.257813,0.000000,718.564575,12.252007
0,142,106270.015625,84793.265625,0.000000,919.589600,12.630453
0,142,105684.781250,85086.875000,0.000000,577.543335,23.531607
0,142,106172.421875,85781.992188,0.000000,2756.173584,11.590842
0,143,83691.132813,21446.638672,0.000000,5045.903320,0.899897
0,143,87731.835938,39323.164063,0.000000,2490.607178,0.080558
0,143,88319.359375,39939.566406,0.000000,3742.003906,1.302384
0,143,110561.210938,44754.085938,0.000000,2686.292236,3.887712
0,143,109100.710938,45336.714844,0.000000,936.998901,27.455040
0,143,108637.742188,45779.429688,0.000000,4286.410156,0.192513
0,143,109837.117188,46406.718750,0.000000,1671.505127,24.126528
0,143,113548.898438,82189.226563,0.000000,2173.825439,4.153225
0,143,112749.109375,84458.289063,0.000000,670.671692,17.492640
0,143,106374.179688,84882.734375,0.000000,727.313293,14.813457
0,143,105739.250000,85233.023438,0.000000,4589.757324,0.000001
0,143,105646.843750,85571.164063,0.000000,1780.825928,15.624502
0,143,106243.351563,85809.351563,0.000000,4143.384277,5.869352
0,144,83554.367188,21488.476563,0.000000,5321.612793,0.601511
0,144,83604.234375,21514.861328,0.000000,5821.501953,0.922711
0,144,88532.085938,39422.953125,0.000000,1584.433228,7.545117
0,144,109921.484375,45092.074219,0.000000,629.555115,21.624172
0,144,108522.757813,46276.207031,0.000000,5011.448730,0.000641
0,144,109896.109375,46403.363281,0.000000,1650.717041,25.662636
0,144,113471.898438,82222.742188,0.000000,3340.890137,0.000077
0,144,105688.531250,85233.187500,0.000000,4775.909668,0.000102
0,144,106248.093750,85812.203125,0.000000,4163.526855,0.919782
0,145,88186.937500,39929.093750,0.000000,4335.249512,0.894214
0,145,108998.890625,45477.609375,0.000000,534.858887,38.053867
0,145,108536.359375,46321.765625,0.000000,4795.856445,0.000002
0,145,109795.718750,46470.464844,0.000000,962.654846,31.275328
0,145,113557.601563,82263.867188,0.000000,514.062927,16.136665
0,145,113422.343750,83606.015625,0.000000,635.205383,17.367702
0,145,112691.921875,84397.156250,0.000000,569.622437,19.623940
0,145,105692.757813,85487.179688,0.000000,4870.036133,1.115223
0,145,106480.601563,85723.648438,0.000000,490.735962,22.682781
0,146,105614.906250,34335.738281,0.000000,630.857971,15.551064
0,146,109941.250000,45089.808594,0.000000,338.110077,27.759069
0,146,109179.921875,45152.730469,0.000000,346.236298,38.403744
0,146,109839.796875,46435.589844,0.000000,861.588257,30.203562
0,146,113170.531250,81000.101563,0.000000,2871.068359,2.202561
0,146,113309.960938,83621.640625,0.000000,3061.875244,0.000104
0,146,112659.070313,84333.859375,0.000000,334.887390,20.468761
0,146,106392.765625,84893.617188,0.000000,2527.488770,3.932069
0,146,106737.609375,85708.062500,0.000000,270.013794,26.271622
0,147,83564.406250,21418.335938,0.000000,6611.309570,1.330406
0,147,109095.726563,45390.316406,0.000000,3160.778076,15.269151
0,147,109842.218750,46445.605469,0.000000,575.441956,47.204124
0,147,112633.921875,84297.414063,0.000000,775.846069,14.601058
0,147,105676.656250,85167.882813,0.000000,4641.524902,2.827601
0,147,105824.531250,85684.062500,0.000000,4485.071777,0.528293
0,147,106417.140625,85706.132813,0.000000,1313.411499,18.409557
0,148,83595.601563,21455.250000,0.000000,7292.726563,0.000962
0,148,83696.406250,21565.660156,0.000000,5840.644531,5.790714
0,148,105926.507813,34906.933594,0.000000,408.269775,13.622394
0,148,110547.835938,44775.585938,0.000000,1364.402832,13.505409
0,148,109038.476563,45408.277344,0.000000,5834.342285,0.846952
0,148,108860.132813,45689.792969,0.000000,8524.647461,0.212781
0,148,109739.726563,46489.476563,0.000000,2576.315918,22.090693
0,148,112714.039063,84415.281250,0.000000,827.546326,16.550802
0,148,105650.585938,85223.937500,0.000000,3487.317383,1.951728
0,149,83543.656250,21298.960938,0.000000,4305.924805,8.064299
0,149,88395.203125,39724.820313,0.000000,1418.492554,17.854832
0,149,110537.937500,44730.335938,0.000000,307.794434,33.794754
0,149,109099.500000,45376.660156,0.000000,7036.884277,0.101104
0,149,108824.210938,45656.109375,0.000000,7805.181641,0.286651
0,149,108612.867188,46312.636719,0.000000,6220.748047,1.257766
0,149,109811.796875,46459.410156,0.000000,1068.744019,35.188683
0,149,92361.960938,57383.949219,0.000000,1363.093628,7.923120
0,149,112931.812500,80934.398438,0.000000,409.932800,14.202601
0,149,113471.609375,82151.789063,0.000000,2694.721680,0.534287
0,149,113345.476563,83683.171875,0.000000,765.960999,13.800364
0,149,112699.289063,84454.953125,0.000000,789.515564,13.444461
0,149,105679.164063,85190.546875,0.000000,1063.462646,17.163885
0,150,110561.140625,44914.613281,0.000000,664.992126,31.427086
0,150,109052.687500,45382.230469,0.000000,6114.609375,0.338899
0,150,108839.445313,45802.777344,0.000000,8604.963867,0.676601
0,150,108540.625000,46338.605469,0.000000,5511.125488,0.025386
0,150,109854.218750,46405.703125,0.000000,1267.756714,34.794693
0,150,92384.281250,57418.324219,0.000000,1530.437622,5.904679
0,150,112895.031250,81006.375000,0.000000,125.624931,15.421539
0,150,113578.039063,82151.179688,0.000000,2165.920654,0.114273
0,150,113323.828125,83714.453125,0.000000,472.749847,20.154995
0,150,112685.851563,84385.640625,0.000000,733.970215,12.824499
0,150,105634.484375,85096.992188,0.000000,1184.705811,17.850327
0,150,106499.867188,85713.101563,0.000000,1779.323975,13.622738
0,150,105969.468750,85876.445313,0.000000,4270.596191,0.323103
0,151,88205.531250,40088.085938,0.000000,1205.644043,13.536323
0,151,88675.914063,40555.031250,0.000000,469.807343,19.423012
0,151,110669.031250,44834.937500,0.000000,3925.074707,3.762541
0,151,108920.593750,45613.128906,0.000000,1303.248169,33.445351
0,151,109825.367188,46449.957031,0.000000,1170.571533,31.790852
0,151,92354.539063,57301.949219,0.000000,723.229126,10.812256
0,151,113169.789063,80826.281250,0.000000,187.683777,16.068705
0,151,112706.093750,82374.335938,0.000000,222.816391,19.135382
0,151,112654.632813,84300.929688,0.000000,1123.478882,10.722773
0,151,105659.101563,85206.757813,0.000000,1728.654541,10.893967
0,151,105917.789063,85810.710938,0.000000,4045.501221,0.202801
0,152,87616.257813,39293.781250,0.000000,280.862183,19.983755
0,152,88305.210938,40168.296875,0.000000,271.323334,24.182768
0,152,108789.226563,45703.945313,0.000000,812.919189,35.869152
0,152,108445.500000,46416.835938,0.000000,335.812927,34.052071
0,152,109820.828125,46461.847656,0.000000,1157.225708,38.614689
0,152,92701.109375,58282.886719,0.000000,275.466431,15.743468
0,152,113580.046875,81976.398438,0.000000,546.476746,11.973558
0,152,112744.523438,84347.960938,0.000000,874.737183,16.097261
0,152,105667.828125,85286.796875,0.000000,3058.862549,7.817705
0,152,106093.484375,85841.781250,0.000000,4099.556641,0.599097
0,153,83546.164063,21354.089844,0.000000,5676.391113,1.659067
0,153,109942.812500,45023.761719,0.000000,287.424561,28.498692
0,153,109110.523438,45352.898438,0.000000,4539.174805,0.162462
0,153,108538.937500,46387.355469,0.000000,4727.965332,0.592153
0,153,109823.234375,46449.992188,0.000000,688.400940,41.326344
0,153,92339.320313,57301.578125,0.000000,332.102875,13.768912
0,153,113296.328125,80851.632813,0.000000,147.828369,15.633409
0,153,112690.312500,84402.281250,0.000000,411.457153,19.387295
0,153,105909.164063,85813.375000,0.000000,4956.279297,0.518049
0,154,87998.546875,39442.304688,0.000000,2912.465088,7.725040
0,154,109952.039063,45040.074219,0.000000,390.908966,27.969093
0,154,108810.359375,45700.183594,0.000000,7096.636719,1.263503
0,154,109842.734375,46406.972656,0.000000,1809.316162,26.280832
0,154,108498.648438,46325.242188,0.000000,2507.044678,11.834212
0,154,92513.054688,58064.214844,0.000000,3182.991943,1.242467
0,154,112696.320313,84350.804688,0.000000,444.976379,16.084309
0,155,83556.539063,21386.755859,0.000000,5862.496582,2.475468
0,155,88416.968750,40235.839844,0.000000,159.830872,27.308378
0,155,109926.773438,45074.335938,0.000000,411.131134,27.672558
0,155,109004.164063,45541.800781,0.000000,6451.975098,0.943494
0,155,108527.195313,46304.773438,0.000000,3929.134766,4.015902
0,155,109802.398438,46423.214844,0.000000,2094.209961,17.267443
0,155,92391.812500,57338.007813,0.000000,338.660156,16.288683
0,155,113547.812500,82231.007813,0.000000,732.860168,10.902521
0,155,113250.242188,83177.304688,0.000000,341.079712,20.350292
0,155,112711.648438,84444.757813,0.000000,864.483704,13.830480
0,155,106383.257813,85730.625000,0.000000,2747.678955,11.313242
0,155,105971.656250,85809.906250,0.000000,1609.541504,17.648899
0,156,83553.601563,21286.615234,0.000000,2910.953613,8.478709
0,156,88666.804688,40345.562500,0.000000,2812.757324,9.849655
0,156,109920.062500,45079.355469,0.000000,387.219299,29.780849
0,156,108783.023438,45689.914063,0.000000,4863.774902,2.283092
0,156,108374.734375,46288.468750,0.000000,349.203979,29.827396
0,156,109848.906250,46438.937500,0.000000,1389.443604,37.698616
0,156,113253.632813,80905.484375,0.000000,747.837891,10.036639
0,156,113382.000000,83669.226563,0.000000,510.246490,21.343426
0,156,112691.937500,84395.812500,0.000000,502.786163,15.794726
0,157,83668.960938,21410.037109,0.000000,8557.714844,0.859236
0,157,83648.070313,21573.537109,0.000000,6713.591309,0.626028
0,157,87562.578125,39245.171875,0.000000,253.118179,16.040083
0,157,88198.117188,40026.011719,0.000000,3516.788086,0.181971
0,157,110578.773438,44917.363281,0.000000,704.384827,27.186529
0,157,109100.960938,45240.027344,0.000000,186.199707,37.001202
0,157,109806.968750,46408.968750,0.000000,1270.783325,34.247074
0,157,113348.632813,83749.437500,0.000000,617.179321,16.231445
0,157,112695.437500,84438.226563,0.000000,554.065796,11.984612
0,157,105641.703125,85200.195313,0.000000,1399.576294,14.331881
0,157,105715.617188,85598.851563,0.000000,526.627869,32.353481
0,158,83515.765625,21325.875000,0.000000,4636.943848,4.353151
0,158,88222.601563,40133.761719,0.000000,337.728455,17.833170
0,158,110564.445313,44762.242188,0.000000,2079.177979,7.604093
0,158,109831.312500,46431.292969,0.000000,989.770935,37.304165
0,158,92716.453125,58264.046875,0.000000,133.446899,19.935694
0,158,113558.484375,82120.507813,0.000000,1633.402832,6.225429
0,158,112710.875000,84342.921875,0.000000,417.656250,16.862553
0,158,105715.781250,85257.960938,0.000000,5439.650879,0.223961
0,158,106723.828125,85613.921875,0.000000,437.029755,24.752630
0,159,83500.015625,21641.771484,0.000000,2871.125732,12.802665
0,159,110599.546875,44737.445313,0.000000,179.725159,29.652342
0,159,109141.789063,45385.570313,0.000000,5178.336914,1.005362
0,159,108735.218750,45822.269531,0.000000,6724.490723,2.405634
0,159,109826.046875,46431.195313,0.000000,1566.808472,28.513010
0,159,92461.562500,57284.453125,0.000000,257.611603,14.781897
0,159,113237.226563,80975.867188,0.000000,770.476013,11.886734
0,159,113585.039063,82165.859375,0.000000,772.345215,12.428275
0,159,113310.773438,83304.343750,0.000000,1940.811157,7.060120
0,159,112712.390625,84410.492188,0.000000,619.714722,12.778638
0,159,105730.468750,85080.851563,0.000000,1790.212402,17.768625
0,159,105990.843750,85768.296875,0.000000,979.705444,27.781685
0,160,104856.968750,33597.156250,0.000000,457.681580,13.684072
0,160,88308.671875,40159.265625,0.000000,583.629639,19.224133
0,160,110566.687500,44876.589844,0.000000,4071.689453,1.478514
0,160,109121.937500,45328.214844,0.000000,3996.481201,4.925509
0,160,108806.250000,45766.222656,0.000000,6428.322266,0.019957
0,160,109837.859375,46436.605469,0.000000,1176.663452,30.417412
0,160,108575.773438,46374.804688,0.000000,1586.773315,18.472836
0,160,113356.617188,80979.500000,0.000000,537.044800,8.999236
0,160,113526.273438,82032.312500,0.000000,1838.172363,0.415246
0,160,105590.953125,85137.882813,0.000000,2876.157715,4.872031
0,160,106099.203125,85820.117188,0.000000,1648.248657,16.841166
0,161,83602.562500,21385.708984,0.000000,5963.354004,0.000764
0,161,88903.484375,40237.960938,0.000000,693.226318,11.394074
0,161,108896.742188,45721.042969,0.000000,6474.158691,0.369055
0,161,109880.250000,46392.480469,0.000000,1251.978516,28.330872
0,161,108507.523438,46376.339844,0.000000,5298.262207,0.000001
0,161,92420.234375,57344.890625,0.000000,221.550659,17.311296
0,161,92534.414063,58118.445313,0.000000,2264.828125,0.068267
0,161,112673.468750,84398.125000,0.000000,492.598785,18.469069
0,161,105617.781250,85301.187500,0.000000,981.224243,24.242224
0,161,106249.398438,85708.257813,0.000000,1740.627197,18.716761
0,162,110570.781250,44825.109375,0.000000,4109.705566,3.398508
0,162,108958.890625,45702.406250,0.000000,4875.318359,6.238301
0,162,109843.226563,46388.000000,0.000000,1730.956909,24.673126
0,162,108525.375000,46383.570313,0.000000,4428.331055,2.551150
0,162,92220.890625,57251.152344,0.000000,283.747253,20.244173
0,162,105588.054688,85144.437500,0.000000,2074.989990,9.973387
0,162,105582.585938,85580.945313,0.000000,3837.164551,0.000294
0,163,83637.140625,21469.976563,0.000000,6794.619629,2.629118
0,163,110642.351563,44888.507813,0.000000,629.851074,25.302015
0,163,109047.312500,45480.937500,0.000000,6723.747070,0.000406
0,163,108784.460938,45685.316406,0.000000,4917.195801,0.199274
0,163,108507.109375,46342.531250,0.000000,4732.663574,0.000100
0,163,109762.695313,46445.871094,0.000000,1473.453735,34.691700
0,163,92217.593750,57294.679688,0.000000,300.820679,20.124329
0,163,113308.898438,80881.031250,0.000000,547.079956,12.763317
0,163,113460.132813,82248.382813,0.000000,1180.238770,10.162623
0,163,112713.132813,84406.101563,0.000000,756.410217,15.981413
0,164,106115.359375,34956.863281,0.000000,782.558472,10.847858
0,164,88327.695313,40158.242188,0.000000,111.968910,25.366419
0,164,110545.546875,44788.015625,0.000000,603.406433,22.139114
0,164,109184.296875,45344.199219,0.000000,5804.511719,2.712630
0,164,108774.195313,45798.082031,0.000000,1308.459961,27.519558
0,164,109835.218750,46434.382813,0.000000,1778.631470,25.044533
0,164,108525.859375,46496.875000,0.000000,2142.210449,15.291464
0,164,113303.000000,83624.179688,0.000000,2470.624268,0.004202
0,164,112711.617188,84395.007813,0.000000,294.806030,18.157740
0,164,105733.593750,85037.335938,0.000000,3655.702148,0.003594
0,164,106115.843750,85781.898438,0.000000,1916.389648,18.850634
0,165,88767.226563,40445.636719,0.000000,460.220612,17.387802
0,165,109244.585938,45142.484375,0.000000,194.490631,41.719002
0,165,108821.171875,45739.914063,0.000000,7060.323730,0.467366
0,165,108502.734375,46273.800781,0.000000,1230.911865,23.098682
0,165,109865.507813,46374.726563,0.000000,1617.306641,28.350021
0,165,113374.281250,83738.265625,0.000000,551.821106,17.018591
0,165,112663.562500,84433.992188,0.000000,547.440186,17.715525
0,165,105645.945313,85047.625000,0.000000,1824.400513,13.553119
0,165,105650.656250,85606.156250,0.000000,2231.301758,13.026878
0,165,106111.812500,85759.960938,0.000000,878.205872,32.473763
0,166,83563.937500,21310.869141,0.000000,5129.520996,0.556723
0,166,105686.070313,34295.148438,0.000000,584.237976,14.102964
0,166,88172.750000,39928.972656,0.000000,407.200775,23.687565
0,166,110573.687500,44866.851563,0.000000,4002.952393,2.154295
0,166,109879.351563,45060.062500,0.000000,720.255371,25.552204
0,166,109041.539063,45382.218750,0.000000,1019.772705,30.173342
0,166,108816.156250,45730.902344,0.000000,1500.622192,32.237003
0,166,109829.437500,46452.078125,0.000000,1234.385864,26.653360
0,166,92523.359375,57247.312500,0.000000,761.649658,9.271021
0,166,92410.343750,57896.847656,0.000000,415.838654,14.771273
0,166,113528.164063,82285.328125,0.000000,381.163208,18.773283
0,166,113347.234375,83758.773438,0.000000,533.788147,19.490877
0,166,112701.265625,84441.140625,0.000000,609.424927,23.391193
0,166,105612.023438,85078.968750,0.000000,4086.109863,0.276030
0,166,105681.664063,85555.835938,0.000000,4982.790527,0.014256
0,167,110531.796875,44657.367188,0.000000,898.784485,14.105518
0,167,109103.312500,45240.242188,0.000000,283.751038,36.113407
0,167,108546.640625,46296.054688,0.000000,2759.131348,12.163960
0,167,109805.843750,46484.269531,0.000000,1335.323608,29.011566
0,167,113352.687500,83753.257813,0.000000,852.727356,19.751020
0,167,112704.804688,84404.851563,0.000000,326.450592,19.097012
0,167,105656.609375,85149.750000,0.000000,4483.837891,0.009966
0,167,105605.781250,85475.031250,0.000000,1172.027954,18.447739
0,168,83513.828125,21348.925781,0.000000,5216.628906,0.302478
0,168,110575.656250,44722.277344,0.000000,813.578735,17.920710
0,168,109033.765625,45365.058594,0.000000,384.994507,31.138496
0,168,108729.945313,45730.808594,0.000000,642.417847,33.783894
0,168,109851.359375,46417.300781,0.000000,1231.741089,33.236279
0,168,113220.750000,80859.773438,0.000000,509.922119,9.906330
0,168,112724.015625,84444.453125,0.000000,1056.968506,18.170555
0,168,105616.562500,85083.250000,0.000000,3463.947266,0.087708
0,168,106470.359375,85700.914063,0.000000,600.097961,23.180235
0,169,105656.242188,34339.015625,0.000000,379.763306,18.331911
0,169,110528.695313,44833.304688,0.000000,498.644226,29.021938
0,169,109012.406250,45404.707031,0.000000,5793.214355,0.426060
0,169,108789.460938,45761.828125,0.000000,5520.267090,4.829766
0,169,109875.257813,46399.070313,0.000000,1033.211548,30.642241
0,169,108522.695313,46369.121094,0.000000,3383.553467,4.432979
0,169,93564.398438,58115.488281,0.000000,308.412323,14.572515
0,169,113327.171875,80984.742188,0.000000,2003.003662,0.014907
0,169,113336.101563,83680.351563,0.000000,1230.505127,7.756170
0,169,112686.750000,84390.265625,0.000000,321.464874,16.309904
0,169,105590.789063,85107.359375,0.000000,3406.364746,1.052303
0,169,106530.375000,85696.554688,0.000000,4054.316650,0.547959
0,170,83565.460938,21312.437500,0.000000,6834.616211,0.000568
0,170,110491.632813,44773.300781,0.000000,3736.677979,0.509254
0,170,108758.859375,45835.242188,0.000000,5986.919922,1.710494
0,170,108510.914063,46370.406250,0.000000,3013.302734,7.875682
0,170,109801.093750,46452.906250,0.000000,868.855286,43.270485
0,170,92337.101563,57318.277344,0.000000,340.581238,16.526001
0,170,113237.179688,80823.039063,0.000000,182.519745,18.761620
0,170,112562.195313,82118.835938,0.000000,212.135406,18.780859
0,170,113393.882813,83732.187500,0.000000,333.448151,23.171383
0,170,112716.531250,84450.984375,0.000000,477.368683,12.954870
0,170,105572.671875,85160.515625,0.000000,3075.015625,0.001195
0,171,83541.718750,21305.201172,0.000000,6034.044922,0.270124
0,171,83600.750000,21687.484375,0.000000,6406.177246,4.703595
0,171,109135.789063,45380.007813,0.000000,5914.613770,0.349142
0,171,108737.195313,45715.843750,0.000000,913.662842,32.623398
0,171,108512.718750,46302.386719,0.000000,3564.242676,7.577923
0,171,109841.046875,46381.410156,0.000000,1176.264648,31.192369
0,171,112585.664063,82083.000000,0.000000,847.584595,10.768790
0,171,113326.218750,83190.265625,0.000000,668.594543,17.606880
0,171,113361.078125,83736.429688,0.000000,1106.511475,15.746622
0,171,105587.656250,85110.296875,0.000000,1323.036255,17.262045
0,172,110555.843750,44902.703125,0.000000,5248.293457,2.240911
0,172,108984.929688,45465.890625,0.000000,613.470520,35.362164
0,172,108845.679688,45643.691406,0.000000,759.191223,34.352905
0,172,109831.796875,46398.457031,0.000000,2692.191162,11.978624
0,172,108479.070313,46428.046875,0.000000,360.562714,37.740757
0,172,92424.781250,57365.761719,0.000000,2126.144531,1.407009
0,172,113154.664063,81068.562500,0.000000,2575.441650,0.397865
0,172,113565.460938,82280.617188,0.000000,896.247620,10.528760
0,172,113322.476563,83762.476563,0.000000,548.791626,14.837039
0,172,112733.078125,84392.437500,0.000000,433.499695,16.476774
0,172,105592.875000,85191.015625,0.000000,3850.898438,0.032200
0,172,106267.203125,85728.382813,0.000000,4988.983398,0.548614
0,173,104845.625000,33595.968750,0.000000,1934.692749,5.932814
0,173,110554.148438,44891.527344,0.000000,1186.582520,24.479807
0,173,108834.304688,45673.082031,0.000000,493.597168,41.368877
0,173,109841.992188,46380.382813,0.000000,4185.147949,1.231876
0,173,108634.242188,46365.964844,0.000000,6553.836914,1.341030
0,173,113333.156250,83765.085938,0.000000,742.337036,15.481449
0,173,112660.445313,84366.085938,0.000000,672.547424,12.357581
0,173,105611.125000,85206.953125,0.000000,4083.739258,5.477405
0,173,106125.625000,85722.164063,0.000000,5993.319824,0.000530
0,174,83599.117188,21476.685547,0.000000,5840.764648,3.622969
0,174,105793.562500,34303.898438,0.000000,541.978699,12.812397
0,174,110527.281250,44745.203125,0.000000,3299.712891,0.272861
0,174,109938.882813,45053.519531,0.000000,266.331543,30.135344
0,174,108856.460938,45740.738281,0.000000,7155.203125,0.995882
0,174,109856.273438,46412.875000,0.000000,1601.535400,23.397482
0,174,108475.054688,46349.070313,0.000000,341.366669,35.939705
0,174,113356.289063,83748.625000,0.000000,672.919861,21.195917
0,174,112689.585938,84444.820313,0.000000,487.924133,16.881144
0,174,105664.921875,85176.664063,0.000000,4308.366211,0.306502
0,174,105867.031250,85585.796875,0.000000,6641.219238,6.296755
0,175,83520.773438,21441.855469,0.000000,2488.731445,16.706245
0,175,83664.125000,21590.125000,0.000000,7083.499512,0.660753
0,175,88252.632813,39838.050781,0.000000,397.961823,21.862154
0,175,109927.882813,45114.597656,0.000000,458.253174,27.210487
0,175,109170.343750,45485.812500,0.000000,5956.045898,8.025355
