Channel,Frame,X (nm),Y (nm),Z (nm),Photons,Background
0,10,108830.679688,45789.816406,0.000000,16895.949219,0.000496
0,10,108542.406250,46243.660156,0.000000,13356.128906,0.019294
0,10,109825.398438,46428.488281,0.000000,3843.723389,55.985729
0,10,92515.390625,57986.589844,0.000000,271.157898,59.735481
0,10,113336.382813,81194.968750,0.000000,1600.316162,30.797089
0,10,113388.835938,83205.257813,0.000000,1592.862915,30.942886
0,10,112765.812500,84373.148438,0.000000,410.125061,40.909565
0,10,105620.710938,85448.515625,0.000000,12698.897461,19.471910
0,10,106182.406250,85966.578125,0.000000,1184.685913,91.867470
0,11,105039.460938,34446.503906,0.000000,304.508514,47.451969
0,11,88868.968750,40622.820313,0.000000,8357.625977,1.288617
0,11,110539.390625,44732.640625,0.000000,1819.804688,41.361301
0,11,108827.367188,45871.792969,0.000000,16897.595703,3.795136
0,11,108542.867188,46361.394531,0.000000,4527.660645,42.434505
0,11,109816.625000,46412.375000,0.000000,4274.738770,60.939186
0,11,92320.929688,57392.164063,0.000000,7896.392578,7.106134
0,11,113262.718750,81102.460938,0.000000,8349.467773,1.450001
0,11,112739.265625,81937.351563,0.000000,6633.478027,2.450919
0,11,113544.429688,82000.796875,0.000000,2709.512939,27.388510
0,11,113348.281250,83275.320313,0.000000,1355.624512,34.322884
0,11,106855.406250,85393.507813,0.000000,2504.315918,32.489117
0,11,105589.781250,85444.109375,0.000000,12931.152344,14.486255
0,11,106205.023438,85912.015625,0.000000,5199.448242,23.079729
0,12,83530.304688,21388.669922,0.000000,13160.144531,9.982602
0,12,104675.046875,34373.890625,0.000000,4843.152832,9.473999
0,12,105288.656250,34547.414063,0.000000,2481.364990,25.723259
0,12,88083.304688,40036.429688,0.000000,8641.504883,6.440559
0,12,88910.406250,40383.902344,0.000000,2437.109131,36.670357
0,12,109919.367188,45080.316406,0.000000,1271.376099,54.765373
0,12,108756.187500,45907.417969,0.000000,1306.642212,77.536911
0,12,108772.937500,45916.929688,0.000000,174.400940,103.214745
0,12,109855.960938,46409.250000,0.000000,3596.871826,64.173958
0,12,92476.796875,57985.964844,0.000000,505.032104,53.212894
0,12,113290.445313,81130.679688,0.000000,5442.109375,12.174285
0,12,112596.546875,81949.890625,0.000000,505.177338,34.556450
0,12,113557.414063,82081.179688,0.000000,2629.008545,26.452261
0,12,113378.984375,83250.609375,0.000000,2446.363281,20.415743
0,12,112805.523438,83851.312500,0.000000,772.009583,41.614147
0,12,105616.906250,85206.398438,0.000000,11316.812500,0.000001
0,12,106552.695313,85309.937500,0.000000,12899.458008,1.242783
0,12,106231.585938,85917.218750,0.000000,1595.679199,83.219734
0,13,104820.664063,33650.343750,0.000000,752.266052,39.121799
0,13,105266.796875,34505.187500,0.000000,1120.065796,42.291222
0,13,88834.875000,40427.156250,0.000000,4666.963379,20.394379
0,13,110541.273438,44779.910156,0.000000,8719.725586,5.322429
0,13,110052.710938,45069.257813,0.000000,1402.268555,67.513977
0,13,110505.312500,45243.824219,0.000000,416.768616,73.904068
0,13,70574.023438,45593.050781,0.000000,698.919617,31.675949
0,13,108781.656250,45816.949219,0.000000,12083.577148,14.682046
0,13,109810.914063,46456.398438,0.000000,1528.148926,106.741768
0,13,92561.921875,57962.804688,0.000000,8960.536133,5.151653
0,13,113337.007813,81053.570313,0.000000,1635.743652,28.255125
0,13,113594.757813,82017.179688,0.000000,977.660278,43.604870
0,13,113399.476563,83266.750000,0.000000,2093.056152,28.129866
0,13,112735.796875,83851.914063,0.000000,1198.878784,53.888622
0,13,105617.851563,85222.945313,0.000000,11274.752930,0.086590
0,13,106798.132813,85337.945313,0.000000,5033.192871,21.881105
0,13,106167.070313,85853.265625,0.000000,9165.081055,6.175722
0,14,83561.390625,21376.228516,0.000000,11607.890625,7.670603
0,14,104914.390625,33609.500000,0.000000,969.079956,39.891621
0,14,88136.859375,40093.171875,0.000000,8948.575195,6.189482
0,14,88871.609375,40585.296875,0.000000,6541.698730,5.556322
0,14,109942.835938,45071.609375,0.000000,1755.572388,49.698208
0,14,110487.734375,45351.140625,0.000000,1041.366455,64.188141
0,14,70500.820313,45524.628906,0.000000,6747.746582,5.138437
0,14,108702.515625,45777.535156,0.000000,1338.632690,86.532791
0,14,69890.992188,45816.917969,0.000000,2483.990234,21.813768
0,14,108532.453125,46350.507813,0.000000,11937.101563,0.683114
0,14,109795.562500,46442.457031,0.000000,1845.867065,103.431229
0,14,92545.320313,57434.515625,0.000000,1771.989136,45.517876
0,14,92743.898438,58098.542969,0.000000,9364.424805,0.326196
0,14,73808.500000,67965.062500,0.000000,3290.927246,6.791795
0,14,113530.906250,81942.718750,0.000000,1204.027832,35.869774
0,14,112667.585938,82046.984375,0.000000,574.986572,36.698845
0,14,113387.351563,83257.015625,0.000000,2430.933838,24.829718
0,14,112789.914063,83820.929688,0.000000,357.713623,49.496441
0,14,112748.773438,84304.992188,0.000000,426.875244,53.361942
0,14,106645.625000,85445.929688,0.000000,14706.931641,0.315661
0,14,105633.867188,85474.789063,0.000000,16779.783203,0.659096
0,14,106195.195313,85857.750000,0.000000,11089.196289,3.611490
0,15,105355.148438,34429.500000,0.000000,368.433868,46.493458
0,15,105194.710938,34488.578125,0.000000,794.121216,42.849686
0,15,88806.601563,40317.574219,0.000000,5299.351563,20.360437
0,15,108762.085938,45823.679688,0.000000,13754.394531,11.896195
0,15,69643.375000,45872.175781,0.000000,278.451385,32.733826
0,15,108534.492188,46312.660156,0.000000,9103.917969,20.457453
0,15,109813.242188,46442.058594,0.000000,1962.635254,97.486977
0,15,92471.226563,57932.148438,0.000000,650.968079,55.804630
0,15,113328.820313,81131.976563,0.000000,6958.096680,4.326542
0,15,113362.242188,83183.570313,0.000000,1642.056274,29.942102
0,15,105600.601563,85488.328125,0.000000,15765.060547,1.538959
0,15,106182.914063,85880.875000,0.000000,3133.456787,52.734070
0,16,83486.710938,21229.261719,0.000000,2505.526611,39.678143
0,16,83603.734375,21752.962891,0.000000,10556.046875,2.070317
0,16,104763.242188,33626.363281,0.000000,236.235458,44.128063
0,16,104602.039063,34405.820313,0.000000,957.246094,35.169327
0,16,105376.578125,34493.316406,0.000000,475.665924,47.393063
0,16,88180.796875,40128.515625,0.000000,1327.410034,52.596310
0,16,88814.585938,40397.757813,0.000000,9360.899414,3.409678
0,16,110637.710938,44802.972656,0.000000,4569.071777,25.037708
0,16,108759.484375,45851.300781,0.000000,15454.648438,4.569445
0,16,69655.015625,45894.898438,0.000000,300.811340,39.613533
0,16,109829.367188,46379.410156,0.000000,2995.356445,66.650269
0,16,92602.359375,58100.453125,0.000000,454.121857,51.585777
0,16,113393.359375,80896.195313,0.000000,1674.285767,24.873137
0,16,113586.007813,82045.484375,0.000000,711.079529,50.545490
0,16,113360.054688,83203.742188,0.000000,1091.130249,40.326443
0,16,112796.250000,84273.257813,0.000000,1330.976563,44.281673
0,16,105581.640625,85506.031250,0.000000,8038.661621,33.503281
0,16,106237.695313,85800.398438,0.000000,11979.423828,0.014945
0,16,69646.070313,98908.007813,0.000000,1954.154663,18.275438
0,17,83577.960938,21385.537109,0.000000,11129.661133,12.075400
0,17,104648.375000,34272.378906,0.000000,7512.581055,1.940645
0,17,105625.320313,34361.078125,0.000000,862.347595,39.968781
0,17,108827.078125,45763.261719,0.000000,14105.105469,0.330844
0,17,69616.601563,45816.234375,0.000000,610.785950,29.705938
0,17,109826.984375,46450.320313,0.000000,1806.010986,107.162842
0,17,92753.320313,58217.628906,0.000000,1295.686646,32.548950
0,17,113525.226563,82044.492188,0.000000,538.267212,46.040947
0,17,112753.890625,84352.734375,0.000000,304.533813,53.737415
0,17,100235.148438,84585.773438,0.000000,756.531250,27.113707
0,17,105594.898438,85517.289063,0.000000,14103.664063,1.858745
0,17,106183.500000,85834.421875,0.000000,9766.529297,2.058053
0,18,83590.289063,21380.699219,0.000000,13137.911133,10.397189
0,18,105804.765625,34189.605469,0.000000,187.719543,52.593765
0,18,104831.226563,34459.386719,0.000000,2422.676758,26.900732
0,18,88867.859375,40468.085938,0.000000,8224.003906,1.229132
0,18,108820.828125,45822.761719,0.000000,18546.533203,3.061915
0,18,108517.601563,46279.421875,0.000000,4837.233887,45.963230
0,18,109824.007813,46403.804688,0.000000,3282.430908,69.836716
0,18,92767.085938,58178.093750,0.000000,2569.883301,28.948982
0,18,113531.617188,82041.781250,0.000000,1581.364746,34.050571
0,18,113221.906250,83216.781250,0.000000,399.947052,50.144833
0,18,112764.679688,84290.312500,0.000000,2581.757080,32.002789
0,18,105653.382813,85257.101563,0.000000,11776.457031,0.003581
0,18,106465.859375,85261.695313,0.000000,14872.605469,2.261713
0,18,105606.914063,85428.468750,0.000000,13779.983398,9.855987
0,18,106184.914063,85965.101563,0.000000,732.427917,88.921562
0,19,83576.820313,21423.498047,0.000000,16619.574219,0.838932
0,19,105274.921875,34475.203125,0.000000,504.743408,45.633034
0,19,88212.414063,40158.464844,0.000000,528.998779,52.680084
0,19,88917.851563,40545.117188,0.000000,354.216583,60.708351
0,19,70530.078125,45506.453125,0.000000,352.324219,35.792328
0,19,108523.414063,46345.710938,0.000000,4346.730957,48.813736
0,19,109831.750000,46439.089844,0.000000,3394.796875,57.597252
0,19,113339.335938,80963.617188,0.000000,871.203674,32.301334
0,19,113572.953125,82051.226563,0.000000,1428.277954,42.205696
0,19,113363.992188,83274.046875,0.000000,1061.171631,43.466560
0,19,112753.523438,84312.101563,0.000000,579.389465,48.597012
0,19,105657.984375,85521.937500,0.000000,5238.921387,68.324150
0,19,106249.078125,85775.179688,0.000000,5915.492676,32.811672
0,20,83574.046875,21339.255859,0.000000,6009.893066,31.888763
0,20,105457.750000,34453.765625,0.000000,628.964111,48.597641
0,20,88286.695313,40146.925781,0.000000,478.939056,52.296665
0,20,110658.312500,44929.570313,0.000000,11892.990234,0.879098
0,20,70604.390625,45598.597656,0.000000,613.302002,31.861353
0,20,108523.585938,46328.945313,0.000000,8518.910156,19.276453
0,20,109817.265625,46428.777344,0.000000,2129.114014,95.835190
0,20,92518.390625,58013.753906,0.000000,676.926575,51.891975
0,20,113343.703125,80953.937500,0.000000,3798.763428,10.789826
0,20,113552.968750,82039.109375,0.000000,1041.150513,43.689106
0,20,113253.289063,83217.218750,0.000000,1779.379639,39.130348
0,20,112732.640625,84361.601563,0.000000,1066.500732,44.673302
0,20,105689.765625,85210.585938,0.000000,11874.202148,1.081113
0,20,105614.429688,85521.968750,0.000000,4353.375977,44.956890
0,20,106225.234375,85781.226563,0.000000,12861.164063,1.243834
0,21,105457.117188,34484.417969,0.000000,286.950104,47.842262
0,21,88214.859375,40151.894531,0.000000,1719.604370,37.228176
0,21,88832.218750,40485.664063,0.000000,6049.839844,8.424787
0,21,70063.179688,44857.402344,0.000000,2313.789795,22.781963
0,21,110504.164063,44934.906250,0.000000,7545.796875,27.114655
0,21,69678.218750,45900.761719,0.000000,374.734070,35.582130
0,21,108508.234375,46335.058594,0.000000,5325.186523,34.502316
0,21,109810.062500,46447.980469,0.000000,1532.062012,94.284340
0,21,92472.179688,57906.277344,0.000000,414.299683,49.221001
0,21,92783.117188,58232.847656,0.000000,1719.679688,36.044857
0,21,113500.867188,82038.390625,0.000000,5853.410156,7.165410
0,21,112574.382813,82085.203125,0.000000,406.274109,37.230537
0,21,113285.914063,83248.804688,0.000000,8379.144531,0.811455
0,21,112733.445313,84281.539063,0.000000,838.307068,57.529911
0,21,105603.968750,85340.976563,0.000000,13100.478516,2.119455
0,21,106310.078125,85794.859375,0.000000,11750.704102,0.003126
0,22,83550.812500,21316.937500,0.000000,4981.576660,49.445415
0,22,104996.984375,34462.847656,0.000000,960.966431,39.090298
0,22,88055.007813,40015.562500,0.000000,858.190308,52.496803
0,22,88806.000000,40565.750000,0.000000,7605.975098,6.617047
0,22,110624.812500,44916.796875,0.000000,7961.940430,15.358872
0,22,70463.039063,45560.273438,0.000000,2265.840088,25.226633
0,22,109784.101563,46437.386719,0.000000,2335.584717,90.239166
0,22,92787.640625,58248.316406,0.000000,8509.680664,1.711719
0,22,113344.882813,80930.210938,0.000000,1111.201294,29.210985
0,22,113494.195313,81963.242188,0.000000,387.201508,45.922501
0,22,112716.406250,84366.414063,0.000000,812.273621,45.095196
0,22,105686.773438,85184.554688,0.000000,10666.159180,0.005720
0,22,106247.312500,85824.945313,0.000000,11969.892578,0.588630
0,23,105363.945313,34495.410156,0.000000,264.583710,48.246479
0,23,105356.820313,34510.152344,0.000000,392.739990,49.825947
0,23,88183.109375,40125.453125,0.000000,4096.408203,25.184546
0,23,88681.398438,40474.996094,0.000000,1335.260864,46.889561
0,23,110576.281250,45035.339844,0.000000,1645.840698,58.504539
0,23,70558.687500,45589.136719,0.000000,164.179626,43.755615
0,23,108738.742188,45867.062500,0.000000,11630.632813,14.227298
0,23,110401.054688,45717.179688,0.000000,2448.757813,49.512157
0,23,108507.187500,46298.753906,0.000000,3850.190674,52.636391
0,23,109841.007813,46422.195313,0.000000,1881.762573,92.511192
0,23,113342.835938,80911.375000,0.000000,1811.072266,25.628979
0,23,112640.226563,82128.351563,0.000000,987.927185,39.757534
0,23,113550.953125,82096.304688,0.000000,4029.558838,15.629544
0,23,113385.859375,83140.000000,0.000000,1691.575928,32.110661
0,23,105678.734375,85208.156250,0.000000,11936.906250,1.309426
0,23,106277.023438,85872.210938,0.000000,3111.306152,57.309589
0,24,105552.296875,34407.417969,0.000000,893.755188,43.993969
0,24,88156.226563,40100.808594,0.000000,1761.735596,38.380371
0,24,108784.492188,45902.097656,0.000000,15160.520508,4.839716
0,24,69633.296875,45833.234375,0.000000,410.195831,36.435474
0,24,109832.796875,46439.406250,0.000000,2941.932373,79.086258
0,24,113358.000000,80998.335938,0.000000,3343.547607,12.301001
0,24,113566.609375,82005.250000,0.000000,1138.058716,38.531391
0,24,112610.859375,81972.617188,0.000000,334.954346,43.090572
0,24,113424.890625,83261.523438,0.000000,875.268982,43.843239
0,24,112728.468750,84395.414063,0.000000,1032.141113,45.381432
0,24,105669.007813,85358.539063,0.000000,13288.640625,1.118834
0,24,105634.015625,85634.210938,0.000000,4678.568359,39.727203
0,24,106136.789063,85848.906250,0.000000,8966.581055,6.084270
0,25,83542.218750,21333.109375,0.000000,11328.582031,7.593873
0,25,105564.039063,34345.261719,0.000000,1613.842651,40.042759
0,25,88901.945313,40320.906250,0.000000,854.683228,36.190907
0,25,109914.312500,45074.105469,0.000000,1361.228394,55.322430
0,25,108547.437500,46260.375000,0.000000,13585.655273,0.123232
0,25,109857.890625,46418.378906,0.000000,3101.926270,76.999947
0,25,92563.835938,58088.375000,0.000000,729.770630,53.683693
0,25,113549.242188,82001.921875,0.000000,3284.418213,16.222252
0,25,112603.945313,82056.546875,0.000000,367.517792,40.660290
0,25,113439.046875,83242.968750,0.000000,1127.379028,40.044811
0,25,112789.843750,83925.046875,0.000000,736.748840,46.972195
0,25,105666.242188,85224.500000,0.000000,13933.812500,0.001636
0,25,106213.804688,85829.835938,0.000000,10622.219727,7.207030
0,26,105587.156250,34339.343750,0.000000,2301.325195,35.622391
0,26,110554.500000,44868.515625,0.000000,1115.953613,60.277222
0,26,110399.265625,45761.148438,0.000000,1899.943115,55.983646
0,26,108545.171875,46270.714844,0.000000,12227.298828,9.474510
0,26,109836.976563,46403.769531,0.000000,3371.013916,72.274773
0,26,113563.101563,82053.296875,0.000000,1487.504517,37.944935
0,26,112593.421875,82045.070313,0.000000,504.717804,40.124294
0,26,113333.210938,83202.148438,0.000000,2594.689941,29.674131
0,26,112763.789063,84264.507813,0.000000,2198.266113,42.436779
0,26,105623.195313,85226.906250,0.000000,8841.001953,4.635275
0,26,106218.875000,85804.757813,0.000000,9782.720703,0.240999
0,27,83495.500000,21369.160156,0.000000,10587.001953,15.562584
0,27,74623.804688,30105.781250,0.000000,6563.109863,1.872081
0,27,105616.976563,34373.496094,0.000000,2728.162598,30.768251
0,27,104960.867188,34459.246094,0.000000,2547.016113,29.934650
0,27,88254.578125,40202.582031,0.000000,10292.201172,3.646268
0,27,109922.617188,45068.921875,0.000000,1295.563599,55.231750
0,27,108542.781250,46277.527344,0.000000,14161.221680,0.334636
0,27,109810.554688,46425.691406,0.000000,4324.434082,57.224957
0,27,113304.234375,81164.273438,0.000000,2483.157959,24.768684
0,27,113515.007813,82111.281250,0.000000,1234.798706,40.533596
0,27,113394.273438,83223.437500,0.000000,1390.521362,32.790535
0,27,112724.226563,84306.539063,0.000000,650.445313,49.495926
0,27,106667.664063,85118.179688,0.000000,419.091766,58.228764
0,27,106117.945313,85827.203125,0.000000,7455.347168,10.955099
0,28,74407.304688,30041.210938,0.000000,649.554749,30.456867
0,28,104716.859375,34370.042969,0.000000,7611.437500,1.466384
0,28,105762.460938,34250.988281,0.000000,483.617706,40.781746
0,28,88194.273438,40126.125000,0.000000,2770.354248,27.618408
0,28,70548.078125,44727.707031,0.000000,1517.394409,22.699844
0,28,109981.257813,45077.218750,0.000000,985.867004,55.642574
0,28,69660.882813,45831.425781,0.000000,180.812057,34.573189
0,28,108547.890625,46317.683594,0.000000,11263.848633,3.551543
0,28,109812.898438,46434.933594,0.000000,1456.685791,85.653336
0,28,113362.367188,81142.468750,0.000000,599.407837,39.028633
0,28,112594.460938,82001.921875,0.000000,259.832977,41.809471
0,28,113481.445313,81982.937500,0.000000,2993.988770,21.900524
0,28,113313.843750,83142.585938,0.000000,508.970276,47.259064
0,28,112743.937500,84298.101563,0.000000,775.942139,48.485039
0,28,105619.632813,85262.937500,0.000000,9729.338867,2.336072
0,28,106211.343750,85815.804688,0.000000,9671.660156,0.800359
0,29,83584.195313,21365.960938,0.000000,11740.955078,0.010873
0,29,88101.414063,40106.070313,0.000000,6966.902344,7.082574
0,29,110530.781250,44738.359375,0.000000,2338.818848,27.021835
0,29,70430.585938,44746.578125,0.000000,322.040192,32.450840
0,29,109967.992188,45076.605469,0.000000,554.568970,59.639904
0,29,110380.117188,45392.109375,0.000000,1617.064331,56.058426
0,29,108828.406250,45739.429688,0.000000,13193.606445,0.817196
0,29,108634.203125,46267.472656,0.000000,11620.478516,16.099737
0,29,109831.312500,46417.144531,0.000000,2297.024170,62.154633
0,29,92269.312500,57973.214844,0.000000,646.126343,34.880409
0,29,92777.890625,58226.148438,0.000000,6381.439453,5.323853
0,29,113302.742188,80934.921875,0.000000,3598.325195,8.908536
0,29,113568.625000,82048.359375,0.000000,2220.147705,25.556215
0,29,112609.195313,82067.148438,0.000000,1132.999390,30.221771
0,29,113277.296875,83219.109375,0.000000,868.850098,32.671795
0,29,112708.882813,84320.585938,0.000000,710.015991,42.134029
0,29,105752.945313,85202.335938,0.000000,11246.381836,0.044287
0,29,106691.742188,85198.351563,0.000000,1341.217651,38.012268
0,29,106133.585938,85783.390625,0.000000,4339.839355,27.174463
0,30,105545.085938,34388.839844,0.000000,1237.385986,37.072063
0,30,88148.726563,40158.664063,0.000000,1260.186035,34.989285
0,30,88726.351563,40401.070313,0.000000,5371.770020,20.517771
